id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_past,verb_perfect,translation_en
879,B1,31,D,main,Doktorin,die,-nen,Noun,,,,doctor / PhD (female)
880,B1,31,D,main,Dokument,das,-e,Noun,,,,document
881,B1,31,D,main,donnern,,,Verb,donnert,donnerte,hat gedonnert,to thunder
882,B1,31,D,main,Donner,der,-,Noun,,,,thunder
883,B1,31,D,main,doppelt,,,Other,,,,double / twice
884,B1,31,D,main,Dorf,das,¨-er,Noun,,,,village
885,B1,31,D,main,dort,,,Other,,,,there / over there
886,B1,31,D,main,dorthin,,,Other,,,,to there / in that direction
887,B1,31,D,main,Dose,die,-n,Noun,,,,can / tin
888,B1,31,D,main,draußen,,,Verb,,,,outside
889,B1,31,D,main,Dreckdas,der,,Noun,,,,dirt / filth (artifact)
890,B1,31,D,main,deutlich,,,Other,,,,clear / distinct
891,B1,31,D,main,Diät,die,,Noun,,,,diet
892,B1,31,D,main,Dialekt,der,-eder,Noun,,,,dialect
893,B1,31,D,main,dicht,,,Other,,,,dense / close / thick
894,B1,31,D,main,dick,,,Other,,,,fat / thick
895,B1,31,D,main,Dieb,der,-e,Noun,,,,thief (male)
896,B1,31,D,main,dienen,,,Verb,dient,diente,hat gedient,to serve
897,B1,31,D,main,Dienst,der,,Noun,,,,service / duty
898,B1,31,D,main,dies,,,Other,,,,this / these
899,B1,31,D,main,diesmal,,,Other,,,,this time
900,B1,31,D,main,digital,,,Other,,,,digital
901,B1,31,D,main,Ding,das,-e,Noun,,,,thing
902,B1,31,D,main,Diplom,das,-edirekt,Noun,,,,diploma / degree
903,B1,31,D,main,Direktor,der,-en,Noun,,,,director / headmaster (male)
904,B1,31,D,main,Direktorin,die,-nen,Noun,,,,director / headmistress (female)
905,B1,31,D,main,Diskothek,die,,Noun,,,,discotheque / nightclub
906,B1,31,Z,main,zum,,,Other,,,,to the (artifact)
907,B1,31,Ü,main,über,,,Other,,,,over (artifact)
908,B1,31,S,main,schon,,,Other,,,,already (artifact)
909,B1,31,K,main,komme,,,Other,,,,come (artifact)
910,B1,31,Z,main,zum,,,Other,,,,to the (artifact)
911,B1,31,K,main,kommt,,,Other,,,,comes (artifact)
912,B1,31,I,main,ich,,,Other,,,,I (artifact)
913,B1,31,N,main,nicht,,,Other,,,,not (artifact)
914,B1,31,Z,main,zieht,,,Other,,,,moves / pulls (artifact)
915,B1,31,E,main,essen,,,Verb,,,,to eat (artifact)
916,B1,31,G,main,gedient,,,Other,,,,served (artifact)
917,B1,31,I,main,ich,,,Other,,,,I (artifact)
918,B1,31,Ä,main,ährst,,,Other,,,,(artifact)
919,B1,31,G,main,geht,,,Other,,,,goes (artifact)
920,B1,32,D,main,Durchsage,die,-n,Noun,,,,announcement
921,B1,32,D,main,Durchschnitt,der,-e,Noun,,,,average
922,B1,32,D,main,durchschnittlich,,,Other,,,,average / on average
923,B1,32,D,main,dürfen,,,Verb,darf,durfte,hat gedurft,may / to be allowed to
924,B1,32,D,main,Durst,der,,Noun,,,,thirst
925,B1,32,D,main,durstig,,,Other,,,,thirsty
926,B1,32,D,main,duschen,,,Verb,duscht,duschte,hat geduscht,to shower
927,B1,32,D,main,Dusche,die,-n,Noun,,,,shower
928,B1,32,D,main,duzen,,,Verb,duzt,duzte,,"to address informally (use ""du"")"
929,B1,32,E,main,eben,,,Verb,,,,just / exactly / flat
930,B1,32,E,main,ebenfallsebensodrehen,,,Verb,dreht,drehte,hat gedreht,likewise / also (artifact)
931,B1,32,D,main,dringend,,,Other,,,,urgent
932,B1,32,D,main,Droge,die,-n,Noun,,,,drug
933,B1,32,D,main,Drogerie,die,-n,Noun,,,,drugstore / pharmacy
934,B1,32,D,main,drüben,,,Verb,,,,over there
935,B1,32,D,main,drucken,,,Verb,druckt,druckte,hat gedruckt,to print
936,B1,32,D,main,Drucker,der,-,Noun,,,,printer
937,B1,32,D,main,drücken,,,Verb,drückt,drückte,hat gedrückt,to press / push
938,B1,32,D,main,Druck,der,,Noun,,,,pressure / print
939,B1,32,D,main,dumm,,,Other,,,,stupid / dumb
940,B1,32,D,main,dunkel,,,Other,,,,dark
941,B1,32,D,main,dünn,,,Other,,,,thin
942,B1,32,D,main,durch3,,,Other,,,,through (artifact)
943,B1,32,G,main,geheizt,,,Other,,,,heated (artifact)
944,B1,32,E,main,einen,,,Verb,,,,one (artifact)
945,B1,32,V,main,verstanden,,,Verb,,,,understood (artifact)
946,B1,32,B,main,bei,,,Other,,,,at / near (artifact)
947,B1,32,D,main,durchschnittlich,,,Other,,,,average (artifact)
948,B1,32,N,main,nicht,,,Other,,,,not (artifact)
949,B1,32,H,main,haben,,,Verb,,,,to have (artifact)
950,B1,32,D,main,du,,,Other,,,,you (artifact)
951,B1,32,L,main,lieber,,,Other,,,,rather / preferably (artifact)
952,B1,32,M,main,mit,,,Other,,,,with (artifact)
953,B1,32,U,main,um,,,Other,,,,around / at (artifact)
954,B1,32,D,main,dringend,,,Other,,,,urgent (artifact)
955,B1,32,D,main,drinnen,,,Verb,,,,inside
956,B1,32,A,main,angenehmer,,,Other,,,,more pleasant (artifact)
957,B1,32,A,main,ausgedruckt,,,Other,,,,printed out (artifact)
958,B1,32,M,main,meinen,,,Verb,,,,to think / mean (artifact)
959,B1,32,D,main,drücken,,,Verb,,,,to press (artifact)
960,B1,32,G,main,Gerät,das,,Noun,,,,device (artifact)
961,B1,32,V,main,vorderen,,,Verb,,,,front (artifact)
962,B1,32,M,main,mir,,,Other,,,,me (artifact)
963,B1,32,G,main,gekauft,,,Other,,,,bought (artifact)
964,B1,32,W,main,wenig,,,Other,,,,little / few (artifact)
965,B1,32,M,main,men,,,Verb,,,,(artifact)
966,B1,33,E,main,Eile,die,,Noun,,,,hurry / haste
967,B1,33,E,main,eilig,,,Other,,,,urgent / in a hurry
968,B1,33,E,main,ein,,,Other,,,,a / one
969,B1,33,E,main,Einbahnstraße,die,-n,Noun,,,,one-way street
970,B1,33,E,main,einbrechen,,,Verb,bricht ein,brach ein,ist eingebrochen,to break in / burgle
971,B1,33,E,main,Einbrecher,der,-,Noun,,,,burglar (male)
972,B1,33,E,main,Einbrecherin,die,-nen,Noun,,,,burglar (female)
973,B1,33,E,main,Einbruch,der,¨-e,Noun,,,,burglary / break-in
974,B1,33,E,main,eindeutig,,,Other,,,,clear / unambiguous
975,B1,33,E,main,Eindruck,der,¨-e,Noun,,,,impression
976,B1,33,E,main,einerseits,,,Other,,,,on the one hand
977,B1,33,E,main,einfach,,,Other,,,,simple / easy
978,B1,33,E,main,Einfahrt,die,-en,Noun,,,,driveway / entrance
979,B1,33,E,main,einfallen,,,Verb,fällt ein,fiel ein,ist eingefallen,to occur to / come to mind
980,B1,33,E,main,Einfall,der,¨-e,Noun,,,,idea / flash of inspiration
981,B1,33,E,main,Einfluss,der,¨-edie e-card,Noun,,,,influence
982,B1,33,E,main,echt,,,Other,,,,real / genuine / really
983,B1,33,E,main,ec-Karte/EC-Karte,die,,Noun,,,,debit card
984,B1,33,E,main,Ecke,die,-n,Noun,,,,corner
985,B1,33,E,main,Eck,das,-en,Noun,,,,corner (Austrian)
986,B1,33,E,main,eckig,,,Other,,,,angular / square
987,B1,33,E,main,egal,,,Other,,,,it doesn't matter / all the same
988,B1,33,E,main,Ehe,die,-n,Noun,,,,marriage
989,B1,33,E,main,Ehefrau,die,-en/der,Noun,,,,wife
990,B1,33,E,main,Ehepaar,das,-e,Noun,,,,married couple
991,B1,33,E,main,eher,,,Other,,,,rather / sooner
992,B1,33,E,main,ehrlich,,,Other,,,,honest
993,B1,33,E,main,Ei,das,-er,Noun,,,,egg
994,B1,33,E,main,eigen,,,Other,,,,own / personal
995,B1,33,E,main,eigentlich,,,Other,,,,actually / in fact
996,B1,33,E,main,eins,,,Other,,,,one
997,B1,33,B,main,brauchen,,,Verb,,,,to need (artifact)
998,B1,33,E,main,eingebrochen,,,Verb,,,,broken in (artifact)
999,B1,33,G,main,gewonnen,,,Verb,,,,won (artifact)
1000,B1,33,I,main,ich,,,Other,,,,I (artifact)
1001,B1,33,Z,main,ziemlich,,,Other,,,,quite / fairly
1002,B1,33,M,main,machen,,,Verb,andererseits ist sie,,ist sie,to make / do (artifact)
1003,B1,33,E,main,einfach,,,Other,,,,simple (artifact)
1004,B1,33,B,main,bitte,,,Other,,,,please (artifact)
1005,B1,33,F,main,freihalten,,,Verb,,,,to keep free (artifact)
1006,B1,33,I,main,immer,,,Other,,,,always (artifact)
1007,B1,33,D,main,denken,,,Verb,,,,to think (artifact)
1008,B1,33,S,main,schwimmen,,,Verb,,,,to swim (artifact)
1009,B1,33,T,main,ter,,,Other,,,,(artifact)
1010,B1,33,E,main,eher,,,Other,,,,rather (artifact)
1011,B1,33,V,main,verdient,,,Other,,,,earned (artifact)
1012,B1,33,B,main,besuchen,,,Verb,aber dann sind,,,to visit (artifact)
1013,B1,33,E,main,eigentlich,,,Other,,,,actually (artifact)
1014,B1,34,E,main,einpacken,,,Verb,packt ein,packte ein,hat eingepackt,to pack
1015,B1,34,E,main,einrichten,,,Verb,richtet ein,richtete ein,hat eingerichtet,to furnish / set up / arrange
1016,B1,34,E,main,Einrichtung,die,-en,Noun,,,,furnishings / facility / institution
1017,B1,34,E,main,einsam,,,Other,,,,lonely
1018,B1,34,E,main,einschalten,,,Verb,schaltet ein,schaltete ein,hat eingeschaltet,to switch on / turn on
1019,B1,34,E,main,einschließlich,,,Other,,,,including / inclusive
1020,B1,34,E,main,Einschreiben,das,"-einsetzen, setzt ein,",Noun,,,,registered letter
1021,B1,34,E,main,einsteigen,,,Verb,steigt ein,stieg,ist eingestiegen,to board / get in (vehicle)
1022,B1,34,E,main,einstellen,,,Verb,stellt ein,stellte ein,hat eingestellt,to hire / adjust / set
1023,B1,34,E,main,eintragen,,,Verb,trägt ein,trug ein,hat eingetragen,to enter / register
1024,B1,34,E,main,eintreten,,,Verb,tritt ein,trat,ist eingetreten,to enter / occur
1025,B1,34,E,main,Eintritt,der,,Noun,,,,admission / entry
1026,B1,34,E,main,einverstanden,,,Verb,,,,agreed / in agreement
1027,B1,34,E,main,Einwohner,der,-,Noun,,,,resident / inhabitant (male)
1028,B1,34,E,main,Einwohnerin,die,"-nenbeeinflussen, beeinflusst,",Noun,,,,resident / inhabitant (female)
1029,B1,34,E,main,einfügen,,,Verb,fügt ein,fügte ein,hat eingefügt,to insert / add
1030,B1,34,E,main,einführen,,,Verb,führt ein,führte ein,hat eingeführt,to introduce / import
1031,B1,34,E,main,Einführung,die,-en,Noun,,,,introduction
1032,B1,34,E,main,Eingang,der,¨-e,Noun,,,,entrance
1033,B1,34,E,main,einheitlich,,,Other,,,,uniform / standardized
1034,B1,34,E,main,einig,,,Other,,,,united / some
1035,B1,34,E,main,einkaufen,,,Verb,kauft ein,kaufte ein,hat eingekauft,to go shopping
1036,B1,34,E,main,Einkauf,der,¨-e,Noun,,,,shopping / purchase
1037,B1,34,E,main,Einkommen,das,-,Noun,,,,income
1038,B1,34,E,main,einladen,,,Verb,lädt ein,lud ein,hat eingela,to invite
1039,B1,34,E,main,Einladung,die,-en,Noun,,,,invitation
1040,B1,34,E,main,einmal,,,Other,,,,once / one day
1041,B1,34,E,main,einnehmen,,,Verb,nimmt ein,nahm ein,hat eingenommen,to take (medicine) / occupy
1042,B1,34,E,main,einpacken,,,Verb,,,,to pack
1043,B1,34,E,main,eingerichtet,,,Other,,,,furnished (artifact)
1044,B1,34,A,main,an,,,Other,,,,at / on (artifact)
1045,B1,34,B,main,bisschen,,,Verb,,,,a little (artifact)
1046,B1,34,E,main,einschalten,,,Verb,,,,to switch on (artifact)
1047,B1,34,E,main,einschließlich,,,Other,,,,including (artifact)
1048,B1,34,G,main,geschickt,,,Other,,,,sent / skillful (artifact)
1049,B1,34,E,main,einsetzen,,,Verb,der sich um,,,to use / deploy / insert
1050,B1,34,I,main,ich,,,Other,,,,I (artifact)
1051,B1,34,E,main,einsteigen,,,Verb,,,,to board (artifact)
1052,B1,34,N,main,neue,,,Other,,,,new (artifact)
1053,B1,34,V,main,vollen,,,Verb,,,,full (artifact)
1054,B1,34,N,main,nach,,,Other,,,,to / after (artifact)
1055,B1,34,E,main,einführen,,,Verb,,,,to introduce (artifact)
1056,B1,34,V,main,viele,,,Other,,,,many (artifact)
1057,B1,34,E,main,einkaufen,,,Verb,,,,to go shopping (artifact)
1058,B1,34,K,main,können,,,Verb,,,,can (artifact)
1059,B1,34,M,main,man,,,Other,,,,one (artifact)
1060,B1,34,G,main,gesehen,,,Verb,,,,seen (artifact)
1061,B1,34,G,main,gewohnt,,,Other,,,,used to / accustomed (artifact)
1062,B1,34,M,main,mir,,,Other,,,,me (artifact)
1063,B1,35,E,main,Ende,das,,Noun,,,,end
1064,B1,35,E,main,endgültig,,,Other,,,,final / definitive
1065,B1,35,E,main,endlich,,,Other,,,,finally / at last
1066,B1,35,E,main,Energie,die,-n,Noun,,,,energy
1067,B1,35,E,main,Enkelin,die,-nen,Noun,,,,granddaughter
1068,B1,35,E,main,entdecken,,,Verb,entdeckt,entdeckte,hat entdeckt,to discover
1069,B1,35,E,main,entfernen,,,Verb,entfernt,entfernte,hat entfernt,to remove
1070,B1,35,E,main,Entfernung,die,-en,Noun,,,,distance / removal
1071,B1,35,E,main,entgegenkommen,,,Verb,,,,to meet halfway / come towards
1072,B1,35,E,main,enthalten,,,Verb,enthält,thielt,hat enthalten,to contain
1073,B1,35,E,main,entlangentlassen,,,Verb,entlässt,entließ,hat entlassen,along / to dismiss (artifact)
1074,B1,35,E,main,Entlassung,die,"-eneinzahlen, zahlt ein, zahlte ein, hat eingezahlt",Noun,,,,dismissal / discharge
1075,B1,35,E,main,Einzahlung,die,-en,Noun,,,,deposit (money)
1076,B1,35,E,main,einzeln,,,Verb,,,,single / individual
1077,B1,35,E,main,Einzelheit,die,-en,Noun,,,,detail
1078,B1,35,E,main,einzig,,,Other,,,,only / sole
1079,B1,35,E,main,einziehen,,,Verb,zieht ein,zog ein,ist eingezogen,to move in
1080,B1,35,E,main,Eis,das,,Noun,,,,ice / ice cream
1081,B1,35,E,main,Eisenbahn,die,-en,Noun,,,,railway / railroad
1082,B1,35,E,main,elegant,,,Other,,,,elegant
1083,B1,35,E,main,elektrisch,,,Other,,,,electric / electrical
1084,B1,35,E,main,elektronisch,,,Other,,,,electronic
1085,B1,35,E,main,Eltern,die,,Noun,,,,parents
1086,B1,35,E,main,Empfang,der,¨-e,Noun,,,,reception / welcome
1087,B1,35,E,main,Empfänger,der,-,Noun,,,,recipient / receiver (male)
1088,B1,35,E,main,empfehlen,,,Verb,empfiehlt,empfahl,hat empfohlen,to recommend
1089,B1,35,E,main,Empfehlung,die,-en1.,Noun,,,,recommendation
1090,B1,35,F,main,fest,,,Other,,,,firm / fixed / solid (artifact)
1091,B1,35,E,main,entschieden,,,Verb,,,,decided (artifact)
1092,B1,35,U,main,um,,,Other,,,,around / at (artifact)
1093,B1,35,Z,main,zusammen,,,Verb,,,,together (artifact)
1094,B1,35,W,main,werden,,,Verb,,,,to become (artifact)
1095,B1,35,E,main,entfernt,,,Other,,,,removed / distant (artifact)
1096,B1,35,E,main,erkennen,,,Verb,,,,to recognize (artifact)
1097,B1,35,E,main,entgegenkommen,,,Verb,,,,to meet halfway (artifact)
1098,B1,35,W,main,wenig,,,Other,,,,little (artifact)
1099,B1,35,K,main,können,,,Verb,,,,can (artifact)
1100,B1,35,E,main,entlassen,,,Verb,,,,to dismiss / fire
1101,B1,35,Ü,main,überraschend.Ich,,,Other,,,,surprisingly (artifact)
1102,B1,35,M,main,machen,,,Verb,,,,to make (artifact)
1103,B1,35,L,main,larzt,,,Other,,,,(artifact)
1104,B1,35,E,main,erzählen,,,Verb,,,,to tell / narrate (artifact)
1105,B1,35,G,main,gesehen,,,Verb,,,,seen (artifact)
1106,B1,35,N,main,nächste,,,Other,,,,next (artifact)
1107,B1,35,E,main,elektrische,,,Other,,,,electric (artifact)
1108,B1,35,E,main,elektrisch,,,Other,,,,electric (artifact)
1109,B1,35,B,main,bearbeiten,,,Verb,sonst dauert es,,,to work on / process (artifact)
1110,B1,35,Ü,main,über,,,Other,,,,over (artifact)
1111,B1,35,E,main,empfangen,,,Verb,,,,to receive (artifact)
1112,B1,35,Z,main,zufrieden,,,Verb,,,,satisfied (artifact)
1113,B1,35,E,main,einem,,,Other,,,,a / one (artifact)
1114,B1,36,E,main,Erdgeschoss/,das,,Noun,,,,ground floor
1115,B1,36,E,main,Ereignis,das,-se,Noun,,,,event / occurrence
1116,B1,36,E,main,erfahren,,,Verb,erfährt,erfuhr,hat erfahren,to learn / find out
1117,B1,36,E,main,Erfahrung,die,-en,Noun,,,,experience
1118,B1,36,E,main,erfinden,,,Verb,erfindet,erfand,hat erfun,to invent
1119,B1,36,E,main,Erfindung,die,-en,Noun,,,,invention
1120,B1,36,E,main,Erfolg,der,-e,Noun,,,,success
1121,B1,36,E,main,erfolgreich,,,Other,,,,successful
1122,B1,36,E,main,erforderlich,,,Other,,,,necessary / required
1123,B1,36,E,main,erfordern,,,Verb,erfordert,erforderte,hat erfordert,to require / demand
1124,B1,36,E,main,erfüllen,,,Verb,erfüllt,erfüllte,hat erfüllt,to fulfill
1125,B1,36,E,main,ergänzen,,,Verb,ergänzt,ergänzte,hat ergänzt,to complement / add to
1126,B1,36,E,main,Ergebnis,das,-se,Noun,,,,result / outcome
1127,B1,36,E,main,erhalten,,,Verb,erhält,erhielt,hat erhalten,to receive / maintain
1128,B1,36,E,main,erhöhen,,,Verb,erhöht,erhöhte,"hat erhöhtentscheiden,",to raise / increase
1129,B1,36,E,main,Entscheidung,die,-en,Noun,,,,decision
1130,B1,36,U,main,unentschieden,,,Verb,,,,undecided / drawn (sport)
1131,B1,36,E,main,entschlossen,,,Verb,,,,determined / resolved
1132,B1,36,E,main,entschuldigen,,,Verb,entschuldigt,entschuldigte,hat entschuldigt,to excuse / apologize
1133,B1,36,E,main,Entschuldigung,die,-en,Noun,,,,apology / excuse me
1134,B1,36,E,main,entsorgen,,,Verb,entsorgt,entsorgte,hat entsorgt,to dispose of
1135,B1,36,E,main,entspannendentstehen,,,Verb,entsteht,entstand,ist entstan,to relax / originate (artifact)
1136,B1,36,E,main,enttäuschen,,,Verb,enttäuscht,enttäuschte,hat ent-täuscht,to disappoint
1137,B1,36,E,main,Enttäuschung,die,-en,Noun,,,,disappointment
1138,B1,36,E,main,entweder,,,Other,,,,either
1139,B1,36,E,main,entwickeln,,,Verb,entwickelt,entwickelte,hat entwickelt,to develop
1140,B1,36,E,main,Entwicklung,die,-en,Noun,,,,development
1141,B1,36,E,main,Erde3.,die,,Noun,,,,earth / ground
1142,B1,36,A,main,aus,,,Other,,,,from (artifact)
1143,B1,36,B,main,bekommen,,,Verb,,,,to get (artifact)
1144,B1,36,D,main,diesem,,,Other,,,,this (artifact)
1145,B1,36,F,main,funden,,,Verb,,,,found (artifact)
1146,B1,36,S,main,sehr,,,Other,,,,very (artifact)
1147,B1,36,T,main,taten,,,Verb,,,,did (artifact)
1148,B1,36,P,main,persönlich,,,Other,,,,personal (artifact)
1149,B1,36,Ü,main,überrascht,,,Other,,,,surprised (artifact)
1150,B1,36,E,main,erhalten,,,Verb,,,,to receive (artifact)
1151,B1,36,S,main,Steuern,die,,Noun,,,,taxes (artifact)
1152,B1,36,D,main,da,,,Other,,,,there (artifact)
1153,B1,36,E,main,entschieden,,,Verb,,,,decided (artifact)
1154,B1,36,I,main,ich,,,Other,,,,I (artifact)
1155,B1,36,B,main,beiden,,,Verb,,,,both (artifact)
1156,B1,36,W,main,was,,,Other,,,,what (artifact)
1157,B1,36,E,main,entschlossen,,,Verb,,,,determined (artifact)
1158,B1,36,S,main,störe,,,Other,,,,disturb (artifact)
1159,B1,36,Z,main,zentrum,,,Other,,,,center (artifact)
1160,B1,36,E,main,enttäuscht,,,Other,,,,disappointed (artifact)
1161,B1,36,E,main,enttäuscht,,,Other,,,,disappointed (artifact)
1162,B1,36,O,main,oder,,,Other,,,,or (artifact)
1163,B1,36,E,main,entwickelt,,,Other,,,,developed (artifact)
1164,B1,36,F,main,fallen,,,Verb,,,,to fall (artifact)
1165,B1,37,E,main,erleichtern,,,Verb,erleichtert,erleichterte,hat erleichtert,to facilitate / make easier
1166,B1,37,E,main,Ermäßigung,die,"-enernähren, ernährt,",Noun,,,,discount / reduction
1167,B1,37,E,main,Ernährung,die,,Noun,,,,nutrition / diet
1168,B1,37,E,main,ernst,,,Other,,,,serious
1169,B1,37,E,main,ernsthaft,,,Other,,,,serious / earnest
1170,B1,37,E,main,Ernte,die,-n,Noun,,,,harvest
1171,B1,37,E,main,eröffnen,,,Verb,eröffnet,eröffnete,hat eröffnet,to open / inaugurate
1172,B1,37,E,main,Eröffnung,die,-en,Noun,,,,opening / inauguration
1173,B1,37,E,main,erreichen,,,Verb,erreicht,erreichte,hat erreicht,to reach / achieve
1174,B1,37,E,main,erschöpft,,,Other,,,,exhausted
1175,B1,37,E,main,erschrecken,,,Verb,erschrickt,erschrak,,to frighten / be startled
1176,B1,37,E,main,ersetzen,,,Verb,ersetzt,ersetzte,hat ersetzt,to replace
1177,B1,37,E,main,Ersatz,der,,Noun,,,,replacement / substitute
1178,B1,37,E,main,Erholung,die,-en,Noun,,,,recovery / relaxation
1179,B1,37,E,main,erinnern,,,Verb,erinnert,erinnerte,hat erinnert,to remind / remember
1180,B1,37,E,main,Erinnerung,die,-en,Noun,,,,memory / reminder
1181,B1,37,E,main,erkältet,,,Other,,,,having a cold
1182,B1,37,E,main,Erkältung,die,-en,Noun,,,,cold (illness)
1183,B1,37,E,main,erkennen,,,Verb,erkennt,erkannte,hat erkannt,to recognize
1184,B1,37,E,main,erklären,,,Verb,erklärt,erklärte,hat erklärt,to explain
1185,B1,37,E,main,Erklärung,die,-en,Noun,,,,explanation
1186,B1,37,E,main,erlauben,,,Verb,erlaubt,erlaubte,hat erlaubt,to allow / permit
1187,B1,37,E,main,Erlaubnis,die,,Noun,,,,permission
1188,B1,37,E,main,erleben,,,Verb,erlebt,erlebte,hat erlebt,to experience
1189,B1,37,E,main,Erlebnis,das,,Noun,,,,experience / adventure
1190,B1,37,G,main,geklappt,,,Other,,,,worked out (artifact)
1191,B1,37,S,main,sehr,,,Other,,,,very (artifact)
1192,B1,37,U,main,und,,,Other,,,,and (artifact)
1193,B1,37,U,main,um,,,Other,,,,around (artifact)
1194,B1,37,W,main,wichtig,,,Other,,,,important (artifact)
1195,B1,37,A,main,andere,,,Other,,,,other (artifact)
1196,B1,37,N,main,noch,,,Other,,,,still (artifact)
1197,B1,37,E,main,erreichen,,,Verb,,,,to reach (artifact)
1198,B1,37,N,main,nichts,,,Other,,,,nothing (artifact)
1199,B1,37,S,main,schöpft,,,Other,,,,exhausted (artifact)
1200,B1,37,W,main,war,,,Other,,,,was (artifact)
1201,B1,37,S,main,schrecken,,,Verb,,,,to frighten (artifact)
1202,B1,37,E,main,ersetzen,,,Verb,,,,to replace (artifact)
1203,B1,37,E,main,einen,,,Verb,,,,one (artifact)
1204,B1,37,G,main,gefallen,,,Verb,aber jetzt habe,,hat sich,liked (artifact)
1205,B1,37,E,main,erhöht,,,Other,,,,increased (artifact)
1206,B1,37,E,main,erholt,,,Other,,,,recovered (artifact)
1207,B1,37,S,main,schnell,,,Other,,,,fast (artifact)
1208,B1,37,B,main,brauche,,,Other,,,,need (artifact)
1209,B1,37,D,main,den,,,Verb,,,,the (artifact)
1210,B1,37,E,main,erkältet,,,Other,,,,having a cold (artifact)
1211,B1,37,E,main,erkennen,,,Verb,,,,to recognize (artifact)
1212,B1,37,D,main,diesen,,,Verb,,,,this (artifact)
1213,B1,37,G,main,gemacht,,,Other,,,,done (artifact)
1214,B1,37,A,main,als,,,Other,,,,as / when (artifact)
1215,B1,37,E,main,erkundigt,,,Other,,,,inquired (artifact)
1216,B1,37,L,main,lange,,,Other,,,,for a long time (artifact)
1217,B1,37,T,main,ten,,,Verb,,,,(artifact)
1218,B1,38,E,main,eventuell,,,Other,,,,possibly / perhaps
1219,B1,38,E,main,ewig,,,Other,,,,eternal / forever
1220,B1,38,E,main,Experte,der,-nder,Noun,,,,expert (male)
1221,B1,38,E,main,extraextrem,,,Other,,,,extra / extremely (artifact)
1222,B1,38,F,main,Fabrik,die,-en,Noun,,,,factory
1223,B1,38,F,main,Fach,das,¨-er,Noun,,,,subject / compartment
1224,B1,38,F,main,Fachmann,der,,Noun,,,,specialist / expert (male)
1225,B1,38,F,main,Fachfrau,die,-en,Noun,,,,specialist / expert (female)
1226,B1,38,F,main,Fachleute,die,,Noun,,,,specialists / experts
1227,B1,38,F,main,Fähigkeit,die,-en,Noun,,,,ability / skill
1228,B1,38,F,main,fahren,,,Verb,fährt,fuhr,,to drive / travel
1229,B1,38,G,main,gefahren,,,Verb,,,,driven (artifact)
1230,B1,38,F,main,Fähre,die,-nerst-,Noun,,,,ferry
1231,B1,38,E,main,erstellen,,,Verb,erstellt,erstellte,hat erstellt,to create / compile
1232,B1,38,E,main,erwachsen,,,Verb,,,,to grow up
1233,B1,38,E,main,Erwachsene,der,-n,Noun,,,,adult
1234,B1,38,E,main,erwarten,,,Verb,erwartet,erwartete,hat erwartet,to expect
1235,B1,38,E,main,erzählen,,,Verb,erzählt,erzählte,hat erzählt,to tell / narrate
1236,B1,38,E,main,Erzählung,die,-en,Noun,,,,story / narrative
1237,B1,38,E,main,erziehen,,,Verb,erzieht,erzog,hat erzogen,to raise / bring up / educate
1238,B1,38,E,main,Erziehung,die,,Noun,,,,upbringing / education
1239,B1,38,E,main,es,,,Other,,,,it
1240,B1,38,E,main,essen,,,Verb,isst,aß,hat gegessen,to eat
1241,B1,38,E,main,Essen,das,-,Noun,,,,food / meal
1242,B1,38,E,main,Essig,der,,Noun,,,,vinegar
1243,B1,38,E,main,Etage,die,-n,Noun,,,,floor / storey
1244,B1,38,I,main,ich,,,Other,,,,I (artifact)
1245,B1,38,E,main,etwas,,,Other,,,,something / a little
1246,B1,38,H,main,habe,,,Other,,,,have (artifact)
1247,B1,38,L,main,links,,,Other,,,,on the left (artifact)
1248,B1,38,A,main,am,,,Other,,,,at the (artifact)
1249,B1,38,W,main,wieder,,,Other,,,,again (artifact)
1250,B1,38,I,main,immer,,,Other,,,,always (artifact)
1251,B1,38,M,main,musst,,,Other,,,,must (artifact)
1252,B1,38,U,main,um,,,Other,,,,around (artifact)
1253,B1,38,K,main,kaputt,,,Other,,,,broken (artifact)
1254,B1,38,Z,main,zu,,,Other,,,,too / to (artifact)
1255,B1,39,F,main,Farbe,die,-n,Noun,,,,color
1256,B1,39,F,main,farbig,,,Other,,,,colorful / colored
1257,B1,39,F,main,Faschierte,das,,Noun,,,,minced meat (Austrian)
1258,B1,39,F,main,Fasching,der,-,Noun,,,,carnival (South German / Austrian)
1259,B1,39,F,main,fastfaul,,,Other,,,,almost / lazy (artifact)
1260,B1,39,F,main,faulenzen,,,Verb,faulenzt,faulenzte,hat gefaulenzt,to laze around / be idle
1261,B1,39,F,main,Fauteuil,der,-s,Noun,,,,armchair (Austrian / Swiss)
1262,B1,39,F,main,Fehler,der,-,Noun,,,,mistake / error
1263,B1,39,F,main,feiern,,,Verb,feiert,feierte,hat gefeiert,to celebrate
1264,B1,39,F,main,Feier,die,-n,Noun,,,,celebration / party
1265,B1,39,F,main,Feierabend,der,,Noun,,,,end of work / after work
1266,B1,39,F,main,Feiertag,der,-e,Noun,,,,public holiday
1267,B1,39,F,main,Feld,das,-er,Noun,,,,field
1268,B1,39,F,main,Fenster,das,-die,Noun,,,,window
1269,B1,39,F,main,Fahrer,der,-,Noun,,,,driver (male)
1270,B1,39,F,main,Fahrkarte,die,-n,Noun,,,,ticket (transport)
