id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect
642,A2,19,K,main,kümmern,,,Verb,kümmert,hat gekümmert
643,A2,19,K,main,Kunde,der,-n /,Noun,,
644,A2,19,K,main,Kundin,die,-nen,Noun,,
645,A2,19,K,main,kündigen,,,Verb,kündigt,hat gekündigt
646,A2,19,K,main,Kunst,die,¨-e,Noun,,
647,A2,19,K,main,Kurs,der,-e,Noun,,
648,A2,19,L,main,lachen,,,Verb,lacht,hat gelacht
649,A2,19,L,main,Laden,der,¨-,Noun,,
650,A2,19,L,main,Lampe,die,-n,Noun,,
651,A2,19,W,main,wohnen?,,,Other,,
652,A2,19,L,main,Landschaft,die,-en,Noun,,
653,A2,19,K,main,Kirche,die,-n,Noun,,
654,A2,19,K,main,Klavier,das,-e,Noun,,
655,A2,19,K,main,Kleid,das,-er,Noun,,
656,A2,19,U,main,und,,,Other,,
657,A2,19,K,main,klein,,,Other,,
658,A2,19,K,main,klug,,,Other,,
659,A2,19,K,main,kochen,,,Verb,kocht,
660,A2,19,K,main,Koffer,der,-,Noun,,
661,A2,19,K,main,Kollegin,die,-nen,Noun,,
662,A2,19,K,main,komisch,,,Other,,
663,A2,19,K,main,komisch,,,Other,,
664,A2,19,K,main,kommen,,,Verb,kommt,
665,A2,19,K,main,können,,,Verb,kann,hat gekonnt
666,A2,19,K,main,Kontakt,der,-e,Noun,,
667,A2,19,K,main,Konto,das,-en,Noun,,
668,A2,19,K,main,kontrollieren,,,Verb,,
669,A2,19,K,main,Konzert,das,-e,Noun,,
670,A2,19,K,main,Kopf,der,¨-e,Noun,,
671,A2,19,T,main,tun,,,Verb,z.,
672,A2,19,K,main,Kosmetik,die,,Noun,,
673,A2,19,I,main,interessant.,,,Other,,
674,A2,20,L,main,Link,der,-s,Noun,,
675,A2,20,L,main,Lust,die,,Noun,,
676,A2,20,L,main,lustig,,,Other,,
677,A2,20,M,main,machen,,,Verb,macht,hat gemacht
678,A2,20,E,main,Essen,das,,Noun,,
679,A2,20,M,main,Mädchen,das,-,Noun,,
680,A2,20,M,main,Magen,der,¨-,Noun,,
681,A2,20,M,main,malen,,,Verb,malt,hat gemalt
682,A2,20,M,main,man,,,Other,,
683,A2,20,M,main,manch-,,,Other,,
684,A2,20,M,main,Mann,der,¨-er,Noun,,
685,A2,20,M,main,Maschine,die,-n,Noun,,
686,A2,20,M,main,meinen,,,Verb,meint,hat gemeint
687,A2,20,M,main,Meinung,die,-en,Noun,,
688,A2,20,M,main,meist-,,,Other,,
689,A2,20,L,main,lange,,,Other,,
690,A2,20,L,main,laufen,,,Verb,läuft,ist gelaufen
691,A2,20,L,main,Leben,das,-,Noun,,
692,A2,20,M,main,mittel,,,Other,,
693,A2,20,L,main,leihen,,,Verb,leiht,hat geliehen
694,A2,20,L,main,lesen,,,Verb,liest,hat gelesen
695,A2,20,L,main,letzt-,,,Other,,
696,A2,20,L,main,Leute,die,,Noun,,
697,A2,20,L,main,lieben,,,Verb,liebt,hat geliebt
698,A2,20,L,main,liegen,,,Verb,liegt,
699,A2,21,M,main,Moment,der,-e,Noun,,
700,A2,21,M,main,morgen,,,Verb,,
701,A2,21,M,main,Motor,der,-en,Noun,,
702,A2,21,M,main,Mund,der,¨-er,Noun,,
703,A2,21,M,main,Museum,das,-een,Noun,,
704,A2,21,M,main,Musik,die,,Noun,,
705,A2,21,M,main,müssen,,,Verb,muss,
706,A2,21,M,main,musste,,,Other,,
707,A2,21,M,main,Mütze,die,-n,Noun,,
708,A2,21,N,main,nach,,,Other,,
709,A2,21,N,main,Nachbar,der,"-n,",Noun,,
710,A2,21,N,main,Nachricht,die,-en,Noun,,
711,A2,21,N,main,Nähe,die,,Noun,,
712,A2,21,N,main,Name,der,-n,Noun,,
713,A2,21,N,main,nass,,,Other,,
714,A2,21,N,main,Natur,die,,Noun,,
715,A2,21,N,main,natürlich,,,Other,,
716,A2,21,N,main,neben,,,Verb,,
717,A2,21,M,main,Mensch,der,-en,Noun,,
718,A2,21,M,main,merken,,,Verb,merkt,hat gemerkt
719,A2,21,M,main,Messe,die,-n,Noun,,
720,A2,21,M,main,Messer,das,-,Noun,,
721,A2,21,M,main,Miete,die,-n,Noun,,
722,A2,21,M,main,mieten,,,Verb,mietet,hat gemietet
723,A2,21,M,main,Milch,die,,Noun,,
724,A2,21,M,main,Mineral-,das,,Noun,,
725,A2,21,M,main,mit,,,Other,,
726,A2,21,M,main,Mitarbeiter,der,-,Noun,,
727,A2,21,M,main,Mittagessen,das,-,Noun,,
728,A2,21,M,main,Mittel,das,-,Noun,,
729,A2,21,M,main,Möbel,die,,Noun,,
730,A2,21,M,main,Mobil-,das,,Noun,,
731,A2,21,M,main,möchten,,,Verb,möchte,hat gemocht
732,A2,21,M,main,Mode,die,-n,Noun,,
733,A2,21,M,main,möglich,,,Other,,
734,A2,22,O,main,offen,,,Verb,,
735,A2,22,Ö,main,öffnen,,,Verb,öffnet,hat geöffnet
736,A2,22,O,main,oft,,,Other,,
737,A2,22,O,main,Ohr,das,-en,Noun,,
738,A2,22,Ö,main,Öl,das,-e,Noun,,
739,A2,22,O,main,online,,,Other,,
740,A2,22,O,main,Orange,die,-n,Noun,,
741,A2,22,O,main,Ordnung,die,-en,Noun,,
742,A2,22,O,main,organisieren,,,Verb,,
743,A2,22,O,main,Ort,der,-e,Noun,,
744,A2,22,P,main,Paar,das,-e,Noun,,
745,A2,22,E,main,ein,,,Other,,
746,A2,22,P,main,packen,,,Verb,packt,hat gepackt
747,A2,22,P,main,Paket,das,-e,Noun,,
748,A2,22,P,main,Partner,der,-,Noun,,
749,A2,22,P,main,Partnerin,die,-nen,Noun,,
750,A2,22,P,main,Party,die,-s,Noun,,
751,A2,22,P,main,passieren,,,Verb,passiert,
752,A2,22,N,main,nennen,,,Verb,nennt,
753,A2,22,N,main,nervös,,,Other,,
754,A2,22,N,main,neu,,,Other,,
755,A2,22,N,main,nicht,,,Other,,
756,A2,22,N,main,nichts,,,Other,,
757,A2,22,N,main,nie,,,Other,,
758,A2,22,N,main,niemand,,,Other,,
759,A2,22,N,main,nirgends,,,Other,,
760,A2,22,N,main,noch,,,Other,,
761,A2,22,N,main,normal,,,Other,,
762,A2,22,N,main,Note,die,-n,Noun,,
763,A2,22,N,main,Notiz,die,-en,Noun,,
764,A2,22,N,main,Nudel,die,-n,Noun,,
765,A2,22,N,main,Nummer,die,-n,Noun,,
766,A2,22,N,main,nur,,,Other,,
767,A2,22,N,main,nützlich,,,Other,,
768,A2,22,O,main,oben,,,Verb,,
769,A2,22,O,main,oder,,,Other,,
770,A2,23,P,main,Projekt,das,-e,Noun,,
771,A2,23,P,main,Prospekt,der,-e,Noun,,
772,A2,23,P,main,prüfen,,,Verb,prüft,hat geprüft
773,A2,23,P,main,Prüfung,die,-en,Noun,,
774,A2,23,P,main,putzen,,,Verb,putzt,hat geputzt
775,A2,23,Q,main,Qualität,die,-en,Noun,,
776,A2,23,Q,main,Quiz,das,,Noun,,
777,A2,23,R,main,Radio,das,-s,Noun,,
778,A2,23,R,main,Rathaus,das,¨-er,Noun,,
779,A2,23,R,main,Rätsel,das,-,Noun,,
780,A2,23,R,main,rauchen,,,Verb,raucht,hat geraucht
781,A2,23,R,main,Raum,der,¨-e,Noun,,
782,A2,23,R,main,Rechnung,die,-en,Noun,,
783,A2,23,R,main,Regen,der,,Noun,,
784,A2,23,R,main,Reinigung,die,-en,Noun,,
785,A2,23,P,main,Pause,die,-n,Noun,,
786,A2,23,P,main,Person,die,-en,Noun,,
787,A2,23,P,main,Pizza,die,-s/-en,Noun,,
788,A2,23,P,main,Plakat,das,-e,Noun,,
789,A2,23,P,main,Plan,der,¨-e,Noun,,
790,A2,23,P,main,Platz,der,¨-e,Noun,,
791,A2,23,P,main,plötzlich,,,Other,,
792,A2,23,P,main,Polizei,die,,Noun,,
793,A2,23,P,main,Portion,die,-en,Noun,,
794,A2,23,P,main,Poster,das,-,Noun,,
795,A2,23,P,main,Praktikum,das,-a,Noun,,
796,A2,23,P,main,Praxis,die,-en,Noun,,
797,A2,23,P,main,Preis,der,-e,Noun,,
798,A2,23,P,main,preiswert,,,Other,,
799,A2,23,P,main,pro,,,Other,,
800,A2,23,P,main,probieren,,,Verb,probiert,
801,A2,23,P,main,Problem,das,-e,Noun,,
802,A2,24,R,main,rund,,,Other,,
803,A2,24,R,main,Rundgang,der,¨-e,Noun,,
804,A2,24,S,main,Sache,die,-n,Noun,,
805,A2,24,S,main,Saft,der,¨-e,Noun,,
806,A2,24,S,main,sagen,,,Verb,sagt,hat gesagt
807,A2,24,S,main,Salat,der,-e,Noun,,
808,A2,24,S,main,Salz,das,-e,Noun,,
809,A2,24,S,main,sammeln,,,Verb,sammelt,
810,A2,24,S,main,Satz,der,¨-e,Noun,,
811,A2,24,S,main,Schalter,der,-,Noun,,
812,A2,24,S,main,scharf,,,Other,,
813,A2,24,S,main,scheinen,,,Verb,scheint,
814,A2,24,S,main,schenken,,,Verb,schenkt,hat geschenkt
815,A2,24,S,main,Schere,die,-n,Noun,,
816,A2,24,S,main,schicken,,,Verb,schickt,hat geschickt
817,A2,24,S,main,Schiff,das,-e,Noun,,
818,A2,24,S,main,Schirm,der,,Noun,,
819,A2,24,R,main,Reise,die,-n,Noun,,
820,A2,24,R,main,Reisebüro,das,-s,Noun,,
821,A2,24,R,main,Reiseführer,der,-,Noun,,
822,A2,24,R,main,reisen,,,Verb,reist,
823,A2,24,R,main,reiten,,,Verb,reitet,ist geritten
824,A2,24,R,main,renovieren,,,Verb,renoviert,hat renoviert
825,A2,24,R,main,Rentnerin,die,-nen,Noun,,
826,A2,24,R,main,Reparatur,die,-en,Noun,,
827,A2,24,R,main,reservieren,,,Verb,reserviert,
828,A2,24,R,main,Rest,der,-e,Noun,,
829,A2,24,R,main,Restaurant,das,-s,Noun,,
830,A2,24,R,main,Rezeption,die,en,Noun,,
831,A2,24,R,main,richtig,,,Other,,
832,A2,24,R,main,riechen,,,Verb,riecht,hat gerochen
833,A2,24,R,main,Rind,das,,Noun,,
834,A2,24,R,main,Rose,die,-n,Noun,,
835,A2,24,R,main,Rücken,der,-,Noun,,
836,A2,24,R,main,rufen,,,Verb,ruft,hat gerufen
837,A2,24,R,main,Ruhe,die,,Noun,,
838,A2,24,R,main,ruhig,,,Other,,
839,A2,25,S,main,Schüler,der,- /,Noun,,
840,A2,25,S,main,Schülerin,die,-nen,Noun,,
841,A2,25,S,main,schwach,,,Other,,
842,A2,25,S,main,schwierig,,,Other,,
843,A2,25,S,main,schwimmen,,,Verb,schwimmt,ist geschwommen
844,A2,25,S,main,See,der,-n,Noun,,
845,A2,25,S,main,See,die,,Noun,,
846,A2,25,S,main,sehen,,,Verb,sieht,hat gesehen
847,A2,25,S,main,Sehens-,die,,Noun,,
848,A2,25,S,main,sehr,,,Other,,
849,A2,25,S,main,Seife,die,-n,Noun,,
850,A2,25,S,main,Service,der,,Noun,,
851,A2,25,S,main,setzen,,,Verb,setzt,hat gesetzt
852,A2,25,S,main,schlecht,,,Other,,
853,A2,25,S,main,schließen,,,Verb,schließt,
854,A2,25,S,main,Schluss,der,¨-e,Noun,,
855,A2,25,S,main,Schlüssel,der,-,Noun,,
856,A2,25,S,main,schmecken,,,Verb,schmeckt,
857,A2,25,S,main,Schmerz,der,-en,Noun,,
858,A2,25,S,main,schneien,,,Verb,schneit,hat geschneit
859,A2,25,S,main,schnell,,,Other,,
860,A2,25,S,main,schon,,,Other,,
861,A2,25,S,main,schön,,,Other,,
862,A2,25,S,main,Schrank,der,¨-e,Noun,,
863,A2,25,S,main,schrecklich,,,Other,,
864,A2,25,S,main,schreiben,,,Verb,schreibt,hat geschrieben
865,A2,25,S,main,schriftlich,,,Other,,
866,A2,25,S,main,Schuh,der,-e,Noun,,
867,A2,25,S,main,Schule,die,-n,Noun,,
868,A2,26,S,main,spielen,,,Verb,spielt,
869,A2,26,S,main,Sport,der,,Noun,,
870,A2,26,S,main,Sprache,die,-n,Noun,,
871,A2,26,S,main,sprechen,,,Verb,spricht,hat gesprochen
872,A2,26,S,main,Sprech-,die,,Noun,,
873,A2,26,S,main,Stadt,die,¨-e,Noun,,
874,A2,26,S,main,stattfinden,,,Verb,,
875,A2,26,S,main,stehen,,,Verb,steht,
876,A2,26,S,main,Stelle,die,-n,Noun,,
877,A2,26,S,main,stellen,,,Verb,stellt,
878,A2,26,S,main,sterben,,,Verb,stirbt,ist gestorben
879,A2,26,S,main,Stiefel,der,-,Noun,,
880,A2,26,S,main,Stipen-,das,,Noun,,
881,A2,26,S,main,Stock,der,¨-e;,Noun,,
882,A2,26,S,main,Strand,der,¨-e,Noun,,
883,A2,26,S,main,Straße,die,-n,Noun,,
884,A2,26,S,main,streiten,,,Verb,streitet,hat gestritten
885,A2,26,S,main,singen,,,Verb,singt,
886,A2,26,S,main,Situation,die,-en,Noun,,
887,A2,26,S,main,sitzen,,,Verb,sitzt,
888,A2,26,S,main,Ski,der,"-, -er",Noun,,
889,A2,26,S,main,so,,,Other,,
890,A2,26,S,main,Sofa,das,-s,Noun,,
891,A2,26,S,main,sofort,,,Other,,
892,A2,26,S,main,sogar,,,Other,,
893,A2,26,S,main,sollen,,,Verb,soll,
894,A2,26,S,main,Sonne,die,-n,Noun,,
895,A2,26,S,main,spannend,,,Other,,
896,A2,26,S,main,sparen,,,Verb,spart,hat gespart
897,A2,26,S,main,Spaß,der,,Noun,,
898,A2,26,S,main,Spazier-,der,,Noun,,
899,A2,26,S,main,speichern,,,Verb,speichert,hat gespeichert
900,A2,26,S,main,Speisekarte,die,-n,Noun,,
901,A2,26,S,main,Spiel,das,-e,Noun,,
902,A2,27,T,main,teilnehmen,,,Verb,nimmt teil,hat teilgenommen
903,A2,27,T,main,Telefon,das,-e,Noun,,
904,A2,27,T,main,Teller,der,-,Noun,,
905,A2,27,T,main,Tennis,das,,Noun,,
906,A2,27,T,main,Tipp,der,-s,Noun,,
907,A2,27,T,main,Torte,die,-n,Noun,,
908,A2,27,T,main,Tourist,der,"-en,",Noun,,
909,A2,27,T,main,tragen,,,Verb,trägt,hat getragen
910,A2,27,T,main,trainieren,,,Verb,trainiert,hat trainiert
911,A2,27,T,main,Training,das,-s,Noun,,
912,A2,27,T,main,Traum,der,¨-e,Noun,,
913,A2,27,S,main,Student,der,"-en,",Noun,,
914,A2,27,S,main,studieren,,,Verb,studiert,hat studiert
915,A2,27,S,main,Studium,das,,Noun,,
916,A2,27,S,main,super,,,Other,,
917,A2,27,S,main,Supermarkt,der,¨-e,Noun,,
918,A2,27,S,main,Suppe,die,-n,Noun,,
919,A2,27,S,main,süß,,,Other,,
920,A2,27,S,main,Süßigkeiten,die,,Noun,,
921,A2,27,S,main,sympathisch,,,Other,,
922,A2,27,T,main,Tablet,das,-s,Noun,,
923,A2,27,T,main,Tablette,die,-n,Noun,,
924,A2,27,T,main,tanzen,,,Verb,tanzt,
925,A2,27,T,main,Tasche,die,-n,Noun,,
926,A2,27,T,main,Taschengeld,das,,Noun,,
927,A2,27,T,main,Tasse,die,-n,Noun,,
928,A2,27,T,main,Taxi,das,-s,Noun,,
929,A2,27,T,main,Tee,der,-s,Noun,,
930,A2,28,U,main,unbedingt,,,Other,,
931,A2,28,U,main,und,,,Other,,
932,A2,28,U,main,Unfall,der,¨-e,Noun,,
933,A2,28,U,main,Universität,die,-en,Noun,,
934,A2,28,U,main,Unterkunft,die,¨-e,Noun,,
935,A2,28,U,main,unternehmen,,,Verb,unternimmt,hat unternommen
936,A2,28,U,main,Unterricht,der,,Noun,,
937,A2,28,U,main,unterschreiben,,,Verb,unterschreibt,hat unterschrieben
938,A2,28,U,main,Unterschrift,die,-en,Noun,,
939,A2,28,U,main,Urlaub,der,-e,Noun,,
940,A2,28,V,main,Veranstal-,die,,Noun,,
941,A2,28,V,main,verbieten,,,Verb,,
942,A2,28,V,main,verboten,,,Verb,,
943,A2,28,V,main,verdienen,,,Verb,verdient,hat verdient
944,A2,28,V,main,Verein,der,-e,Noun,,
945,A2,28,V,main,vereinbaren,,,Verb,vereinbart,hat vereinbart
946,A2,28,V,main,vergessen,,,Verb,vergisst,
947,A2,28,T,main,Treppe,die,-n,Noun,,
948,A2,28,T,main,trinken,,,Verb,trinkt,hat getrunken
949,A2,28,T,main,trocken,,,Verb,bis morgen!das,hat getan
950,A2,28,T,main,Tür,die,-en,Noun,,
951,A2,28,Ü,main,üben,,,Verb,übt,hat geübt
952,A2,28,Ü,main,über,,,Other,,
953,A2,28,Ü,main,übermorgen,,,Verb,,
954,A2,28,Ü,main,übernachten,,,Verb,übernachtet,hat übernachtet
955,A2,28,Ü,main,übersetzen,,,Verb,übersetzt,hat übersetzt
956,A2,28,Ü,main,Über-,die,,Noun,,
957,A2,28,Ü,main,überweisen,,,Verb,überweist,
958,A2,28,U,main,Uhr,die,-en,Noun,,
959,A2,28,U,main,um,,,Other,,
960,A2,28,U,main,umsteigen,,,Verb,steigt um,ist umgestiegen
961,A2,28,U,main,umziehen,,,Verb,zieht um,ist umgezogen
962,A2,28,U,main,Umzug,der,¨-e,Noun,,
963,A2,29,V,main,Volleyball,der,¨-e,Noun,,
964,A2,29,V,main,von,,,Other,,
965,A2,29,V,main,vor,,,Other,,
966,A2,29,V,main,vorbei,,,Other,,
967,A2,29,V,main,vorbereiten,,,Verb,bereitet vor,
968,A2,29,V,main,vorgestern,,,Verb,,
969,A2,29,V,main,vorsichtig,,,Other,,
970,A2,29,V,main,vorstellen,,,Verb,stellt vor,
971,A2,29,V,main,vorwärts,,,Other,,
972,A2,29,W,main,wach,,,Other,,
973,A2,29,W,main,Wagen,der,–,Noun,,
974,A2,29,W,main,wählen,,,Verb,wählt,hat gewählt
975,A2,29,W,main,wahr,,,Other,,
976,A2,29,W,main,Wald,der,¨-er,Noun,,
977,A2,29,W,main,wandern,,,Verb,wandert,ist gewandert
978,A2,29,W,main,wann,,,Other,,
979,A2,29,W,main,warm,,,Other,,
980,A2,29,W,main,warten,,,Verb,wartet,
981,A2,29,V,main,verkaufen,,,Verb,verkauft,hat verkauft
982,A2,29,V,main,Verkehr,der,,Noun,,
983,A2,29,V,main,verletzen,,,Verb,verletzt,
984,A2,29,V,main,verlieben,,,Verb,verliebt,hat verliebt
985,A2,29,V,main,verlieren,,,Verb,verliert,
986,A2,29,V,main,vermieten,,,Verb,vermietet,hat vermietet
987,A2,29,V,main,Vermieter,der,- /,Noun,,
988,A2,29,V,main,Vermieterin,die,-nen,Noun,,
989,A2,29,V,main,verpassen,,,Verb,verpasst,hat verpasst
990,A2,29,V,main,verreisen,,,Verb,verreist,
991,A2,29,V,main,verschieben,,,Verb,verschiebt,hat verschoben
992,A2,29,V,main,verschieden,,,Verb,,
993,A2,29,V,main,Verspätung,die,-en,Noun,,
994,A2,29,V,main,versuchen,,,Verb,versucht,
995,A2,29,V,main,Vertrag,der,¨-e,Noun,,
996,A2,29,V,main,vielleicht,,,Other,,
997,A2,29,V,main,Vogel,der,¨-,Noun,,
998,A2,29,V,main,voll,,,Other,,
999,A2,30,W,main,werden,,,Verb,wird,ist gewor
1000,A2,30,S,main,sie,,,Other,,
1001,A2,30,W,main,Werkstatt,die,¨-en,Noun,,
1002,A2,30,W,main,Wettbewerb,der,-e,Noun,,
1003,A2,30,W,main,wie,,,Other,,
1004,A2,30,W,main,wieder,,,Other,,
1005,A2,30,W,main,wiederholen,,,Verb,,
1006,A2,30,W,main,Wiederhören,das,-,Noun,,
1007,A2,30,W,main,Wiedersehen,das,-,Noun,,
1008,A2,30,W,main,wirklich,,,Other,,
1009,A2,30,W,main,wissen,,,Verb,weiß,hat gewusst
1010,A2,30,W,main,Witz,der,-e,Noun,,
1011,A2,30,W,main,wo,,,Other,,
1012,A2,30,W,main,woher,,,Other,,
1013,A2,30,W,main,wohin,,,Other,,
1014,A2,30,W,main,wohnen,,,Verb,wohnt,
1015,A2,30,W,main,Wohnung,die,-en,Noun,,
1016,A2,30,W,main,Wohnzimmer,das,-,Noun,,
1017,A2,30,W,main,Wäsche,die,-n,Noun,,
1018,A2,30,W,main,waschen,,,Verb,wäscht,hat gewaschen
1019,A2,30,W,main,Wasser,das,,Noun,,
1020,A2,30,W,main,Webseite,die,-n,Noun,,
1021,A2,30,W,main,wecken,,,Verb,weckt,hat geweckt
1022,A2,30,W,main,weg/weg-,,,Other,,
1023,A2,30,W,main,Weg,der,-e,Noun,,
1024,A2,30,W,main,wegen,,,Verb,,
1025,A2,30,W,main,weiblich,,,Other,,
1026,A2,30,W,main,weich,,,Other,,
1027,A2,30,W,main,Wein,der,-e,Noun,,
1028,A2,30,W,main,weinen,,,Verb,weint,hat geweint
1029,A2,30,W,main,weit,,,Other,,
1030,A2,30,W,main,weiter,,,Other,,
1031,A2,30,W,main,Welt,die,-en,Noun,,
1032,A2,30,W,main,wenigstens,,,Other,,
1033,A2,31,Z,main,Zimmer,das,-,Noun,,
1034,A2,31,Z,main,Zirkus,der,-se,Noun,,
1035,A2,31,Z,main,Zoo,der,-s,Noun,,
1036,A2,31,Z,main,Zucker,der,,Noun,,
1037,A2,31,Z,main,zufrieden,,,Verb,,
1038,A2,31,Z,main,Zug,der,¨-e,Noun,,
1039,A2,31,Z,main,zuletzt,,,Other,,
1040,A2,31,Z,main,zumachen,,,Verb,macht zu,hat zugemacht
1041,A2,31,Z,main,zusammen,,,Verb,,
1042,A2,31,Z,main,zwischen,,,Verb,,
1043,A2,31,W,main,wollen,,,Verb,will,hat gewollt
1044,A2,31,W,main,Workshop,der,-s,Noun,,
1045,A2,31,W,main,Wort,das,¨-er,Noun,,
1046,A2,31,W,main,wunderbar,,,Other,,
1047,A2,31,W,main,Wunsch,der,¨-e,Noun,,
1048,A2,31,W,main,wünschen,,,Verb,,
1049,A2,31,Z,main,Zahl,die,-en,Noun,,
1050,A2,31,Z,main,Zahn,der,¨-e,Noun,,
1051,A2,31,Z,main,zeigen,,,Verb,zeigt,hat gezeigt
1052,A2,31,Z,main,Zeit,die,-en,Noun,,
1053,A2,31,Z,main,Zelt,das,-e,Noun,,
1054,A2,31,Z,main,Zettel,der,-,Noun,,
1055,A2,31,Z,main,Zeugnis,das,-se,Noun,,
1056,A2,31,Z,main,Ziel,das,-e,Noun,,
